eta_a,eta_s,b_a,b_s
0.122814771684152,0.098253117823648,0.486795589306311,0.390126424729691
0.151935210585233,0.098559832183143,0.510109908273933,0.402623221110108
0.135620255782518,0.09591002509506,0.513075862648246,0.386999429458677
0.183403005070791,0.09422817611081,0.501464622583803,0.419053202802447
0.138312600592563,0.100005114232597,0.490616948859902,0.393254017955729
0.137974785449796,0.096165476668662,0.492051453431521,0.404891837704808
0.109628220977133,0.094676037537471,0.421459918587655,0.401488800516567
0.109062375651865,0.096737898877936,0.430354563155653,0.397513106010003
0.109062375651865,0.096737898877936,0.430354563155653,0.397513106010003
0.11453378897484,0.097172900485339,0.437232547711504,0.409085752226039
0.11828721396517,0.099014708061171,0.438713694750061,0.411747476757752
0.11828721396517,0.099014708061171,0.438713694750061,0.411747476757752
0.182599422074442,0.08214659836796,0.451667779212915,0.421451620099261
0.171835084504026,0.085038427112827,0.45928911247651,0.423348793377333
0.141600282989405,0.086714975700956,0.423821779440507,0.411817091000736
0.119824491021254,0.086283594749254,0.420744800516831,0.404539799159867
0.149979463888244,0.086475368237,0.428991738060172,0.415307889112712
0.138775289443717,0.08776055379497,0.452916600115066,0.408418091222488
0.12135804601864,0.101251253467175,0.447823707283797,0.414479579840542
0.127264951917181,0.095996716517025,0.440498123926672,0.418317650323729
0.14925593507897,0.083310612282044,0.461930588113892,0.416270726312496
0.176697218750984,0.081251775791493,0.451369173410033,0.418624935339161
0.18261049150582,0.071671996360784,0.462011784502279,0.410079601794507
0.18261049150582,0.071671996360784,0.462011784502279,0.410079601794507
0.18261049150582,0.071671996360784,0.462011784502279,0.410079601794507
0.166652246954212,0.077739117299564,0.467975397403705,0.408085084719595
0.195861709783039,0.071000220962569,0.467764217621236,0.406939481133668
0.183861331540331,0.074791105029533,0.467454599794872,0.396916331851885
0.121157955068872,0.107364162555713,0.472902061812348,0.425238593533616
0.134080744829862,0.116960252797389,0.474021946303372,0.422793754392815
0.1450319875542,0.073333424220827,0.493072422451399,0.400662763332272
0.144372743905527,0.09485419067331,0.466217072143235,0.417488249630583
0.138709829757961,0.100306501333317,0.597983634478237,0.354532129981143
0.191965670945762,0.072125765799043,0.497436563314805,0.398809023385952
0.180724855504201,0.083767824871206,0.493438937290638,0.407838822416342
0.188317958663479,0.079501324572979,0.511890686337916,0.401460860268295
0.170202267738001,0.079075087074095,0.524606855271182,0.389344010440295
0.192744083834083,0.086377601149766,0.581462775704104,0.382182198482103
0.192744083834083,0.086377601149766,0.581462775704104,0.382182198482103
0.196955914674246,0.083097733787811,0.561904802062954,0.375081234124904
0.182670372151009,0.108970067742335,0.649299057041492,0.382091162490751
0.184820891424263,0.113877455909687,0.676471670084847,0.380160034479013
0.184820891424263,0.113877455909687,0.676471670084847,0.380160034479013
0.184820891424263,0.113877455909687,0.676471670084847,0.380160034479013
0.187100275295637,0.102872345527744,0.671897669135446,0.35351918700539
0.189799011195736,0.12048710700638,0.714873723918402,0.379406616576234
0.194214517570662,0.11622647123489,0.599808777364075,0.419172117792803
0.195866312282002,0.112542347710956,0.521814825658159,0.446132101703723
0.194210552498688,0.141477960247989,0.678643935867654,0.423272500604494
0.199560377015336,0.106016845316096,0.483722235314468,0.459313209761813
0.199560377015336,0.106016845316096,0.483722235314468,0.459313209761813
0.199560377015336,0.106016845316096,0.483722235314468,0.459313209761813
0.199560377015336,0.106016845316096,0.483722235314468,0.459313209761813
0.199560377015336,0.106016845316096,0.483722235314468,0.459313209761813
0.190269164074256,0.108347576325073,0.496073284870904,0.450333001707648
0.194164868665422,0.113952854927733,0.511278405829843,0.460554492869488
0.18910244356059,0.116785946072873,0.484114655583347,0.474165914409889
0.18910244356059,0.116785946072873,0.484114655583347,0.474165914409889
0.188020713388195,0.135716027221207,0.555884200925072,0.47129279272049
0.183566679701302,0.142746161033814,0.560315133576867,0.469163663463582
0.184866690834044,0.150542931630326,0.585814638198677,0.469008467706413
0.195827357247371,0.141839116024381,0.51983984820881,0.507912206891929
0.175940260613375,0.12849606047079,0.502070105268002,0.489018568566783
0.17354671605559,0.117827251485644,0.512302927140905,0.46725515738288
0.168413075360895,0.124232384767064,0.493025279937985,0.468216176239952
0.179527315258718,0.139056549345717,0.5176260755289,0.471482748794346
0.187429610347851,0.169251773796302,0.56001018896324,0.507588926994458
0.165268737286602,0.156400812500998,0.55883631328045,0.47354046934063
0.198859810656077,0.141915423924447,0.539839173856372,0.501592424667877
0.198859810656077,0.141915423924447,0.539839173856372,0.501592424667877
0.198859810656077,0.141915423924447,0.539839173856372,0.501592424667877
0.198859810656077,0.141915423924447,0.539839173856372,0.501592424667877
0.198859810656077,0.141915423924447,0.539839173856372,0.501592424667877
0.198859810656077,0.141915423924447,0.539839173856372,0.501592424667877
0.198859810656077,0.141915423924447,0.539839173856372,0.501592424667877
0.185301685302504,0.101072839445733,0.480865673354303,0.4442791905987
0.185301685302504,0.101072839445733,0.480865673354303,0.4442791905987
0.185301685302504,0.101072839445733,0.480865673354303,0.4442791905987
0.185301685302504,0.101072839445733,0.480865673354303,0.4442791905987
0.199595895782663,0.099945903137248,0.492959521761321,0.447180518052122
0.199595895782663,0.099945903137248,0.492959521761321,0.447180518052122
0.199595895782663,0.099945903137248,0.492959521761321,0.447180518052122
0.199595895782663,0.099945903137248,0.492959521761321,0.447180518052122
0.199595895782663,0.099945903137248,0.492959521761321,0.447180518052122
0.085912356084702,0.04029299882178,0.388991033580279,0.320792840651495
0.158233884285015,0.062446554032543,0.472730433491971,0.378227804641915
0.168693873471439,0.084989365958697,0.463510299053299,0.420017994023755
0.157459730246966,0.090046351275529,0.457480083459215,0.421007003515887
0.157459730246966,0.090046351275529,0.457480083459215,0.421007003515887
0.146937307038389,0.094977019519692,0.435028060041587,0.432739589636881
0.146937307038389,0.094977019519692,0.435028060041587,0.432739589636881
0.126952405960461,0.083896341781506,0.430948207395496,0.405732448805415
0.126952405960461,0.083896341781506,0.430948207395496,0.405732448805415
0.133725280099959,0.055524105192866,0.394033457681555,0.380542182663918
0.133725280099959,0.055524105192866,0.394033457681555,0.380542182663918
0.133725280099959,0.055524105192866,0.394033457681555,0.380542182663918
0.133725280099959,0.055524105192866,0.394033457681555,0.380542182663918
0.133725280099959,0.055524105192866,0.394033457681555,0.380542182663918
0.133725280099959,0.055524105192866,0.394033457681555,0.380542182663918
0.133725280099959,0.055524105192866,0.394033457681555,0.380542182663918
0.133725280099959,0.055524105192866,0.394033457681555,0.380542182663918
0.145787846719407,0.060380089653226,0.437558238206073,0.377749302766383
0.177121146599732,0.100150162775121,0.661257080728755,0.364964562419415
0.150436663149183,0.051336000713043,0.397668848122627,0.382331882348345
0.146816987006666,0.064451993429257,0.42455777453504,0.383007973688959
0.15738538459446,0.05132908952218,0.420743902577167,0.358197559656338
0.12348577035636,0.047076899402254,0.377489443610126,0.373942983116307
0.174508801226992,0.102890485737933,0.581088574663713,0.394451230320903
0.190187857512419,0.161532335414934,0.68114390489882,0.445567860745224
0.10033137288065,0.088936354984603,0.48504267944948,0.364012954252953
0.130330936242584,0.073228707578828,0.460438589817681,0.374611680701647
0.119065445835909,0.065270742891593,0.391052447914152,0.383315660429563
0.119065445835909,0.065270742891593,0.391052447914152,0.383315660429563
0.119065445835909,0.065270742891593,0.391052447914152,0.383315660429563
0.135324272549418,0.064801823079914,0.406043787103545,0.383394750704937
0.155261748478094,0.050300523162193,0.381949351393509,0.377518371247304
0.189638410904896,0.087572967992715,0.507271813930999,0.419017954502247
0.18761212594515,0.081824543538646,0.517352549712812,0.400102507176623
0.186078677726844,0.083993601828009,0.491181984180537,0.411722462068523
0.189149299122822,0.094871897593691,0.484887768644368,0.431906868184234
0.194660892011652,0.07455160849627,0.524700016411895,0.394178714484873
0.194867111941699,0.044624686981243,0.547763377380694,0.335393100227105
0.19623924344437,0.094983562650129,0.510108416695912,0.428791017555764
0.198437693661098,0.094155832359342,0.508232603147299,0.426295860681415
0.190179629554881,0.083244771829042,0.512741873732366,0.404382091023689
0.193334221334708,0.074540228181167,0.634649729205632,0.348421450414173
0.198566882023303,0.070028598561675,0.642300458946465,0.340958383658943
0.198566882023303,0.070028598561675,0.642300458946465,0.340958383658943
0.198157802313131,0.07670136604831,0.56123397914038,0.384309337948148
0.198157802313131,0.07670136604831,0.56123397914038,0.384309337948148
0.192990039612689,0.074404794447642,0.515386819409203,0.386871076804884
0.160959852079663,0.069201342377522,0.474899938889603,0.38430843297299
0.166648380208148,0.085923673028044,0.457471437892937,0.419119379225776
0.159811611793732,0.084360676062415,0.453459692989886,0.419606387485737
0.13544795306516,0.087033257144698,0.602561264288684,0.359692874060105
0.116296887264452,0.090720734474291,0.611152845425895,0.31804241418136
0.116296887264452,0.090720734474291,0.611152845425895,0.31804241418136
0.159806478778292,0.088399204297058,0.530953581504015,0.394031208657111
0.136933928131625,0.090117817515323,0.483898483876249,0.398035567638683
0.13542551925947,0.093862901087984,0.457301945971298,0.416331737553946
0.150006321321847,0.097554800699518,0.477904689620638,0.424682595239927
0.1409598752418,0.115302194954987,0.471389894503816,0.429933621167655
0.130307530869912,0.108047539694199,0.461620595430768,0.435551541229915
0.146384464097835,0.107203828938238,0.482903995804473,0.43677304744725
0.199695723248746,0.084924402837347,0.44203754756368,0.439748080012663
0.199695723248746,0.084924402837347,0.44203754756368,0.439748080012663
0.156433654477538,0.099786835342699,0.490892391977803,0.414909443472598
0.186311381641313,0.089315544146144,0.449059042815498,0.440687518094163
0.186311381641313,0.089315544146144,0.449059042815498,0.440687518094163
0.186311381641313,0.089315544146144,0.449059042815498,0.440687518094163
0.186311381641313,0.089315544146144,0.449059042815498,0.440687518094163
0.18697325157851,0.088356516580042,0.443342247018281,0.442293520355318
0.18697325157851,0.088356516580042,0.443342247018281,0.442293520355318
0.184217274546531,0.09775495477374,0.464913729443773,0.448508761941625
