  1	 0.000198	 0.000032	 0.000030	 0.000138	 0.000034	 0.000076	 0.000145	 0.000031	 0.000045	 0.000041	 0.000098	 0.000037	 0.000031
  2	 0.000613	 0.000099	 0.000092	 0.000428	 0.000107	 0.000236	 0.000450	 0.000097	 0.000140	 0.000127	 0.000304	 0.000114	 0.000097
  3	 0.001074	 0.000174	 0.000161	 0.000749	 0.000187	 0.000414	 0.000788	 0.000170	 0.000246	 0.000222	 0.000532	 0.000199	 0.000170
  4	 0.001593	 0.000258	 0.000239	 0.001112	 0.000277	 0.000614	 0.001169	 0.000252	 0.000364	 0.000329	 0.000790	 0.000296	 0.000252
  5	 0.002185	 0.000354	 0.000328	 0.001525	 0.000380	 0.000843	 0.001604	 0.000346	 0.000500	 0.000451	 0.001084	 0.000406	 0.000346
  6	 0.002862	 0.000464	 0.000429	 0.001998	 0.000498	 0.001104	 0.002101	 0.000453	 0.000655	 0.000591	 0.001420	 0.000531	 0.000453
  7	 0.003640	 0.000590	 0.000546	 0.002541	 0.000634	 0.001404	 0.002672	 0.000576	 0.000833	 0.000751	 0.001805	 0.000676	 0.000577
  8	 0.004534	 0.000735	 0.000680	 0.003165	 0.000789	 0.001748	 0.003328	 0.000717	 0.001037	 0.000936	 0.002249	 0.000842	 0.000718
  9	 0.005562	 0.000902	 0.000834	 0.003883	 0.000968	 0.002145	 0.004083	 0.000880	 0.001272	 0.001148	 0.002759	 0.001033	 0.000881
 10	 0.006746	 0.001094	 0.001012	 0.004710	 0.001175	 0.002601	 0.004952	 0.001068	 0.001543	 0.001393	 0.003346	 0.001252	 0.001069
 11	 0.008109	 0.001314	 0.001216	 0.005661	 0.001412	 0.003127	 0.005952	 0.001283	 0.001855	 0.001674	 0.004022	 0.001505	 0.001284
 12	 0.009677	 0.001569	 0.001451	 0.006756	 0.001685	 0.003732	 0.007103	 0.001531	 0.002214	 0.001998	 0.004800	 0.001797	 0.001533
 13	 0.011482	 0.001861	 0.001722	 0.008016	 0.001999	 0.004428	 0.008428	 0.001817	 0.002627	 0.002370	 0.005695	 0.002132	 0.001819
 14	 0.013560	 0.002198	 0.002033	 0.009466	 0.002361	 0.005229	 0.009953	 0.002146	 0.003102	 0.002799	 0.006726	 0.002517	 0.002148
