  1	 0.000198	 0.000032	 0.000030	 0.000138	 0.000034	 0.000076	 0.000145	 0.000031	 0.000045	 0.000041	 0.000098	 0.000037	 0.000031
  2	 0.000811	 0.000131	 0.000122	 0.000566	 0.000141	 0.000313	 0.000595	 0.000128	 0.000186	 0.000167	 0.000402	 0.000150	 0.000128
  3	 0.001884	 0.000305	 0.000283	 0.001316	 0.000328	 0.000727	 0.001383	 0.000298	 0.000431	 0.000389	 0.000935	 0.000350	 0.000298
  4	 0.003478	 0.000564	 0.000521	 0.002428	 0.000605	 0.001341	 0.002552	 0.000550	 0.000796	 0.000718	 0.001725	 0.000646	 0.000551
  5	 0.005663	 0.000918	 0.000849	 0.003953	 0.000986	 0.002184	 0.004156	 0.000896	 0.001295	 0.001169	 0.002809	 0.001051	 0.000897
  6	 0.008525	 0.001382	 0.001278	 0.005952	 0.001484	 0.003287	 0.006257	 0.001349	 0.001950	 0.001760	 0.004228	 0.001583	 0.001351
  7	 0.012165	 0.001972	 0.001824	 0.008493	 0.002118	 0.004691	 0.008929	 0.001925	 0.002783	 0.002511	 0.006034	 0.002258	 0.001927
  8	 0.016699	 0.002707	 0.002504	 0.011658	 0.002907	 0.006439	 0.012257	 0.002642	 0.003820	 0.003447	 0.008283	 0.003100	 0.002645
  9	 0.022261	 0.003609	 0.003338	 0.015541	 0.003876	 0.008584	 0.016339	 0.003523	 0.005092	 0.004596	 0.011041	 0.004133	 0.003526
 10	 0.029008	 0.004702	 0.004349	 0.020251	 0.005050	 0.011186	 0.021291	 0.004590	 0.006636	 0.005988	 0.014388	 0.005385	 0.004595
 11	 0.037116	 0.006016	 0.005565	 0.025912	 0.006462	 0.014313	 0.027243	 0.005874	 0.008491	 0.007662	 0.018409	 0.006891	 0.005879
 12	 0.046793	 0.007585	 0.007016	 0.032667	 0.008147	 0.018044	 0.034346	 0.007405	 0.010704	 0.009660	 0.023209	 0.008687	 0.007412
 13	 0.058275	 0.009446	 0.008738	 0.040683	 0.010146	 0.022472	 0.042773	 0.009222	 0.013331	 0.012030	 0.028904	 0.010819	 0.009231
 14	 0.071835	 0.011644	 0.010771	 0.050150	 0.012507	 0.027701	 0.052726	 0.011368	 0.016433	 0.014829	 0.035630	 0.013336	 0.011379
 15	 0.087786	 0.014230	 0.013162	 0.061285	 0.015284	 0.033852	 0.064434	 0.013892	 0.020081	 0.018122	 0.043541	 0.016297	 0.013906
 16	 0.106488	 0.017262	 0.015967	 0.074342	 0.018540	 0.041064	 0.078161	 0.016852	 0.024360	 0.021983	 0.052818	 0.019770	 0.016868
 17	 0.128357	 0.020807	 0.019246	 0.089609	 0.022348	 0.049497	 0.094213	 0.020312	 0.029362	 0.026497	 0.063665	 0.023830	 0.020332
 18	 0.153870	 0.024942	 0.023071	 0.107420	 0.026790	 0.059335	 0.112939	 0.024350	 0.035199	 0.031764	 0.076319	 0.028566	 0.024374
 19	 0.183575	 0.029758	 0.027525	 0.128158	 0.031962	 0.070791	 0.134743	 0.029051	 0.041994	 0.037896	 0.091053	 0.034081	 0.029079
 20	 0.218106	 0.035355	 0.032702	 0.152264	 0.037974	 0.084106	 0.160087	 0.034515	 0.049893	 0.045025	 0.108180	 0.040492	 0.034549
 21	 0.258187	 0.041852	 0.038712	 0.180246	 0.044952	 0.099562	 0.189507	 0.040858	 0.059062	 0.053299	 0.128060	 0.047933	 0.040898
