  1	 0.000066	 0.000011	 0.000010	 0.000046	 0.000011	 0.000025	 0.000048	 0.000010	 0.000015	 0.000014	 0.000033	 0.000012	 0.000010
  2	 0.000204	 0.000033	 0.000031	 0.000143	 0.000036	 0.000079	 0.000150	 0.000032	 0.000047	 0.000042	 0.000101	 0.000038	 0.000032
  3	 0.000358	 0.000058	 0.000054	 0.000250	 0.000062	 0.000138	 0.000263	 0.000057	 0.000082	 0.000074	 0.000177	 0.000066	 0.000057
  4	 0.000531	 0.000086	 0.000080	 0.000371	 0.000092	 0.000205	 0.000390	 0.000084	 0.000121	 0.000110	 0.000263	 0.000099	 0.000084
  5	 0.000728	 0.000118	 0.000109	 0.000508	 0.000127	 0.000281	 0.000535	 0.000115	 0.000167	 0.000150	 0.000361	 0.000135	 0.000115
  6	 0.000954	 0.000155	 0.000143	 0.000666	 0.000166	 0.000368	 0.000700	 0.000151	 0.000218	 0.000197	 0.000473	 0.000177	 0.000151
  7	 0.001213	 0.000197	 0.000182	 0.000847	 0.000211	 0.000468	 0.000891	 0.000192	 0.000278	 0.000250	 0.000602	 0.000225	 0.000192
  8	 0.001511	 0.000245	 0.000227	 0.001055	 0.000263	 0.000583	 0.001109	 0.000239	 0.000346	 0.000312	 0.000750	 0.000281	 0.000239
  9	 0.001854	 0.000301	 0.000278	 0.001294	 0.000323	 0.000715	 0.001361	 0.000293	 0.000424	 0.000383	 0.000920	 0.000344	 0.000294
 10	 0.002249	 0.000365	 0.000337	 0.001570	 0.000392	 0.000867	 0.001651	 0.000356	 0.000514	 0.000464	 0.001115	 0.000417	 0.000356
 11	 0.002703	 0.000438	 0.000405	 0.001887	 0.000471	 0.001042	 0.001984	 0.000428	 0.000618	 0.000558	 0.001341	 0.000502	 0.000428
 12	 0.003226	 0.000523	 0.000484	 0.002252	 0.000562	 0.001244	 0.002368	 0.000510	 0.000738	 0.000666	 0.001600	 0.000599	 0.000511
 13	 0.003827	 0.000621	 0.000574	 0.002672	 0.000666	 0.001476	 0.002809	 0.000606	 0.000876	 0.000790	 0.001898	 0.000711	 0.000606
 14	 0.004520	 0.000733	 0.000678	 0.003155	 0.000787	 0.001743	 0.003318	 0.000715	 0.001034	 0.000933	 0.002242	 0.000839	 0.000716
 15	 0.005317	 0.000862	 0.000797	 0.003712	 0.000926	 0.002050	 0.003903	 0.000841	 0.001216	 0.001098	 0.002637	 0.000987	 0.000842
 16	 0.006234	 0.001011	 0.000935	 0.004352	 0.001085	 0.002404	 0.004576	 0.000987	 0.001426	 0.001287	 0.003092	 0.001157	 0.000988
 17	 0.007290	 0.001182	 0.001093	 0.005089	 0.001269	 0.002811	 0.005351	 0.001154	 0.001668	 0.001505	 0.003616	 0.001353	 0.001155
 18	 0.008504	 0.001379	 0.001275	 0.005937	 0.001481	 0.003279	 0.006242	 0.001346	 0.001945	 0.001756	 0.004218	 0.001579	 0.001347
 19	 0.009902	 0.001605	 0.001485	 0.006913	 0.001724	 0.003818	 0.007268	 0.001567	 0.002265	 0.002044	 0.004911	 0.001838	 0.001569
 20	 0.011510	 0.001866	 0.001726	 0.008035	 0.002004	 0.004439	 0.008448	 0.001821	 0.002633	 0.002376	 0.005709	 0.002137	 0.001823
 21	 0.013361	 0.002166	 0.002003	 0.009327	 0.002326	 0.005152	 0.009807	 0.002114	 0.003056	 0.002758	 0.006627	 0.002480	 0.002116
 22	 0.015490	 0.002511	 0.002323	 0.010814	 0.002697	 0.005973	 0.011369	 0.002451	 0.003543	 0.003198	 0.007683	 0.002876	 0.002454
 23	 0.017939	 0.002908	 0.002690	 0.012524	 0.003123	 0.006918	 0.013167	 0.002839	 0.004104	 0.003703	 0.008898	 0.003330	 0.002842
 24	 0.020758	 0.003365	 0.003112	 0.014492	 0.003614	 0.008005	 0.015236	 0.003285	 0.004749	 0.004285	 0.010296	 0.003854	 0.003288
 25	 0.024001	 0.003891	 0.003599	 0.016756	 0.004179	 0.009255	 0.017617	 0.003798	 0.005490	 0.004955	 0.011905	 0.004456	 0.003802
 26	 0.027733	 0.004495	 0.004158	 0.019361	 0.004828	 0.010694	 0.020355	 0.004389	 0.006344	 0.005725	 0.013755	 0.005149	 0.004393
 27	 0.032026	 0.005191	 0.004802	 0.022358	 0.005576	 0.012350	 0.023507	 0.005068	 0.007326	 0.006611	 0.015885	 0.005946	 0.005073
 28	 0.036965	 0.005992	 0.005543	 0.025806	 0.006436	 0.014255	 0.027132	 0.005850	 0.008456	 0.007631	 0.018335	 0.006863	 0.005856
 29	 0.042648	 0.006913	 0.006395	 0.029774	 0.007425	 0.016446	 0.031304	 0.006749	 0.009756	 0.008804	 0.021154	 0.007918	 0.006756
 30	 0.049187	 0.007973	 0.007375	 0.034339	 0.008564	 0.018968	 0.036103	 0.007784	 0.011252	 0.010154	 0.024397	 0.009132	 0.007791
 31	 0.056710	 0.009193	 0.008503	 0.039591	 0.009874	 0.021869	 0.041625	 0.008975	 0.012973	 0.011707	 0.028128	 0.010528	 0.008983
 32	 0.065366	 0.010596	 0.009801	 0.045633	 0.011381	 0.025207	 0.047978	 0.010344	 0.014953	 0.013494	 0.032421	 0.012135	 0.010354
